day	avg_size	avg_speed	avg_senserange	n_creatures
470	1003	2435	1076	75
471	999	2438	1077	85
472	998	2439	1077	87
473	999	2442	1077	85
474	1001	2447	1078	88
475	1004	2448	1078	95
476	1005	2448	1078	80
477	1005	2449	1079	86
478	1006	2451	1079	88
479	1008	2453	1079	82
480	1007	2456	1079	85
481	1009	2461	1078	85
482	1014	2470	1077	73
483	1016	2476	1077	81
484	1018	2481	1076	93
485	1021	2486	1075	93
486	1023	2489	1075	85
487	1027	2491	1075	72
488	1027	2493	1075	72
489	1027	2498	1076	76
490	1027	2503	1073	78
491	1029	2504	1070	83
492	1029	2507	1069	75
493	1030	2509	1068	81
494	1029	2511	1068	78
495	1027	2514	1069	88
496	1027	2516	1072	79
497	1029	2519	1073	73
498	1030	2518	1075	72
499	1030	2521	1075	81
500	1031	2524	1073	82
501	1030	2527	1073	80
502	1030	2531	1073	84
503	1030	2536	1073	81
504	1029	2539	1074	72
505	1029	2538	1073	73
506	1028	2542	1075	86
507	1029	2547	1075	78
508	1029	2551	1076	77
509	1031	2554	1076	80
510	1031	2555	1076	75
511	1034	2557	1077	75
512	1036	2558	1078	74
513	1038	2559	1077	73
514	1039	2563	1076	75
515	1038	2565	1075	74
516	1037	2567	1075	66
517	1038	2567	1074	74
518	1041	2570	1074	78
519	1043	2573	1074	71
520	1041	2575	1074	67
521	1040	2579	1074	78
522	1039	2581	1073	75
523	1037	2584	1073	76
524	1035	2588	1073	74
525	1033	2592	1073	79
526	1037	2598	1071	75
527	1036	2599	1070	73
528	1034	2601	1068	73
529	1036	2603	1067	61
530	1039	2605	1068	66
531	1038	2609	1067	76
532	1037	2613	1066	74
533	1039	2612	1066	70
534	1037	2612	1065	71
535	1038	2615	1065	65
536	1038	2616	1064	76
537	1037	2619	1064	82
538	1038	2624	1065	76
539	1040	2626	1065	73
540	1043	2627	1065	69
541	1044	2629	1065	67
542	1046	2632	1064	60
543	1043	2633	1063	74
544	1040	2636	1063	76
545	1043	2637	1063	61
546	1042	2642	1063	65
547	1040	2646	1064	71
548	1039	2650	1062	75
549	1039	2652	1062	74
550	1038	2655	1062	73
551	1038	2658	1062	70
552	1040	2665	1063	73
553	1042	2673	1063	74
554	1041	2673	1063	73
555	1040	2676	1062	65
556	1039	2680	1062	61
557	1038	2686	1062	69
558	1038	2691	1062	76
559	1038	2696	1062	72
560	1038	2699	1061	71
561	1037	2704	1060	64
562	1037	2706	1061	70
563	1037	2707	1061	69
564	1035	2713	1062	63
565	1034	2716	1060	69
566	1034	2720	1059	68
567	1033	2726	1059	69
568	1033	2728	1058	65
569	1034	2729	1058	65
570	1034	2728	1056	63
571	1034	2731	1057	72
572	1034	2735	1058	72
573	1034	2735	1059	65
574	1034	2739	1055	64
575	1034	2741	1056	68
576	1033	2740	1054	60
577	1033	2744	1050	63
578	1032	2748	1051	68
579	1031	2756	1054	72
580	1032	2764	1054	69
581	1033	2771	1057	69
582	1033	2776	1058	59
583	1032	2781	1061	63
584	1032	2789	1063	62
585	1031	2796	1065	56
586	1031	2801	1066	66
587	1032	2805	1065	61
588	1033	2812	1064	61
589	1034	2813	1064	64
590	1033	2816	1063	69
591	1032	2818	1060	66
592	1031	2819	1061	53
593	1029	2823	1062	63
594	1029	2823	1067	55
595	1028	2827	1068	53
596	1028	2832	1066	61
597	1027	2833	1063	61
598	1027	2838	1061	61
599	1026	2843	1058	64
600	1027	2845	1056	56
601	1026	2845	1052	60
602	1025	2848	1053	63
603	1025	2851	1052	71
604	1025	2858	1052	65
605	1025	2862	1051	58
606	1026	2862	1048	66
607	1027	2863	1047	70
608	1028	2868	1047	62
609	1028	2875	1044	57
610	1027	2880	1045	55
611	1025	2881	1046	60
612	1024	2886	1045	65
613	1024	2890	1043	62
614	1022	2893	1042	58
615	1024	2896	1043	57
616	1025	2897	1043	58
617	1025	2898	1043	61
618	1023	2903	1044	62
619	1023	2902	1045	60
620	1022	2903	1045	60
621	1022	2901	1045	54
622	1022	2904	1046	56
623	1021	2904	1048	53
624	1020	2905	1050	53
625	1021	2905	1051	61
626	1019	2907	1052	63
627	1018	2912	1051	60
628	1018	2914	1047	58
629	1018	2914	1046	55
630	1018	2913	1047	59
631	1018	2917	1050	57
632	1020	2922	1049	61
633	1021	2926	1048	62
634	1019	2928	1048	57
635	1019	2930	1047	55
636	1020	2932	1046	56
637	1019	2935	1047	51
638	1018	2940	1046	53
639	1018	2945	1047	66
640	1017	2947	1048	61
641	1017	2948	1048	60
642	1016	2948	1049	61
643	1015	2947	1048	59
644	1014	2949	1047	52
645	1015	2952	1047	54
646	1015	2956	1047	58
647	1017	2960	1046	57
648	1017	2961	1047	52
649	1016	2960	1047	57
650	1015	2963	1049	54
651	1015	2962	1049	52
652	1014	2964	1048	59
653	1015	2966	1045	57
654	1015	2968	1043	56
655	1015	2968	1041	57
656	1015	2973	1041	56
657	1014	2974	1040	49
658	1016	2978	1041	55
659	1018	2986	1042	52
